property_name,property_address,latitude,longitude,OpenStreetMap_address,property_price,property_description,tipe_property,certificate,dilengkapi_perabotan,kondisi_properti,jalur_telepon,jumlah_lantai,daya_listrik,tanggal_tayang,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi_mobil
"Arcadia Town Center, Town house terbaik,termewah,unggul,sudah free ajb,bbn,bphtb dan ada juga bonusnya loh !!!, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 799.000.000,"Town house terbaik lokasi strategis di area jakabaring.

Cluster CRYSTAL Town House.
banyak bonusnya,bnyak free nya 
tinggal terima kunci dan siap huni ^_^

type 96 luas tanah 90m2, 2 lantai/ 3 kamar tidur /2 kamar mandi

INFO HUBUNGI : Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,2,2200,21 Sep 2020, 96 m², 90 m²,3,2,
"Hotel &amp; Kost2an di Palembang, Plaju, Palembang","Plaju, Palembang ",-3.0103848500000003,104.82151254714321,"Plaju, Palembang, Sumatera Selatan, 30268, Indonesia",Rp. 8.800.000.000,"WTS !!
Hotel Kosan Brand New di Palembang
LT 192m (4 Ruko) = 300m
LB 672m
Jumlah Kamar 38
Token Per Kamar
SHM

Fasilitas :
-Kamar Mandi Dalam
-Water Heater
-AC
-Wifi

*Dekat Hotel Amaris Demang Lebar Daun
*100m dari LRT Station

8,8M Nego !!!

More Info : 
0822 9888 0081
Felly Chuann
Century 21 Mediterania PIK",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus,,,8000,14 Oct 2020, 672 m², 300 m²,38,20,
"Rumah Kost Modern Minimalis Harga Ekonomis, Bukit Kecil, Palembang","Bukit Kecil, Palembang ",-2.9879814500000004,104.75050793435676,"Bukit Kecil, Palembang, Sumatera Selatan, 30135, Indonesia",Rp. 400.000.000,"Insya Allah Kawasan Kost Setara Hotel *Alteza Student Village* :

Akad Jual Beli Bukan Pembiayaan

Tanpa KPR Bank Konven
Tanpa Denda
Tanpa Sita
Tanpa Pinalti
Tanpa Asuransi Konven
Tanpa Akad Bathil
Bebas Riba

Keunggulan Lokasi dengan akses STRATEGIS :

700 meter dr Gate Universitas Terbesar Asia Tenggara +- 25 RB mahasiswa (Unsri)

Tepat Didepan Pusat Pemerintahan 
- Kantor Kecamatan
- Kantor Urusan Agama
- Kantor Pusat bidang setara Kabupaten
- SAMSAT
- Perkantoran Badan Pertanahan Nasional OI
- PLN rayon Indralaya

Pertemuan 3 lintas Utama jalan sumatera

Selangkah dr 3 moda darat ( Terminal Bus, Stasiun Kereta Api, dan Exit Tol Palindra)

kawasan ekonomi 
-Kurang 1 km pabrik keramik arwana
- 15 menit ke Pasar Indralaya

Fasilitas Kesehatan :

15 Menit dr RSUD Ogan ILIR

Fasilitas Keamanan :

2 KM Polres Ogan Ilir",Rumah,SHM - Sertifikat Hak Milik,,,,1,1300,07 Jan 2021, 47 m², 72 m²,3,3,
"SIAP HUNI Rumah 1 lantai modern  minimalis CitraLand Palembang harga terjangkau, Kertapati, Palembang","Kertapati, Palembang ",-3.0224718,104.7503114,"Kertapati, Palembang, Sumatera Selatan, 30252, Indonesia",Rp. 664.535.128,"CitraLand Palembang Tipe New Lugano merupakan tipe rumah 1 lantai yang dilengkapi dengan 2 kamar tidur, 1 kamar mandi, ruang keluarga/tamu, ruang makan, carport, dapur, halaman belakang. Tipe New Lugano memiliki luas bangunan 39/44 meter persegi dan luas tanah 90 meter persegi.
Keunggulan dari CitraLand Palembang
	Lokasi Terbaik Strategis
	Aksesibilitas Mudah (Dekat Pintu Tol Palindra KaPalBetung, 15 menit menuju pusat Kota, Mall, Rumah Sakit, Pemerintahan, Unsri, 20 Menit menuju Bandara 10 Menit menuju Stasiun)
	Kawasan Terintegrasi
	Pusat Bisnis CBD Terbesar
	Konsep View Danau
	Fasilitas lengkap (Waterpark, Club House, Mall, Sarana Ibadah Kesehatan)
	Lingkungan Asri Hijau
	Investasi Developer Terpercaya
Fasilitas yang terdapat pada CitraLand Palembang, yaitu :
	Club House
	Tempat Ibadah
	Sekolah
	Keamanan 24 Jam
	Taman Bermain Anak
	One Gate System
	Taman 
	Waterpark
	Area Komersial

Unit terbatas!!!...
TINGGAL 3 UNIT LAGI
Ayo miliki SEGERA rumah impian anda di CitraLand",Rumah,HGB - Hak Guna Bangun,Unfurnished,Baru,1,1,2200,15 Oct 2020, 39 m², 90 m²,2,1,
"Rumah Bagus, Asri…HARGA NEGO, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 1.190.000.000,"Dijual Rumah di kompleks perumahan Seberang Ulu I, PALEMBANG
Jl. Banten IV No.25 RT.032 RW.008, Kel. Silaberanti, Kec. Seberang Ulu I, Kodya Palembang",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,1,,01 Oct 2020, 191 m², 492 m²,,,
"Rumah Minimalis Lokasi strategis, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 338.000.000,"Green Center Park Palembang.!

Promo :

*Cashback 10%
*Free Biaya Akad KPR
*Free AJB, BPHTB, Balik Nama SHM

Info - info :

0813 5320 9990 (Tian)",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 84 m²,2,1,
"Aurora Residence Dekat LRT Palembang dan GOR Jakabaring, Plaju, Palembang","Plaju, Palembang ",-3.0103848500000003,104.82151254714321,"Plaju, Palembang, Sumatera Selatan, 30268, Indonesia",Rp. 675.000.000,"Pemilik : 085215700115
Rumah di perumahan Aurora Residence di jalan tegal binangun kota palembang. 

LT 130m2, 
LB 58m2, 
2KT luas, 
2KM, 
ruang tamu, ruang keluarga/dapur. Terdapat 1 ruang besar di sisi samping dgn luas yg setara dengan luas ruang tamu+ruang keluarga yg dapat dipermanenkan utk penambahan ruangan2 sesuai kebutuhan. 

Semua ruang punya akses cahaya matahari, lampu tanam, plafon modern, sudah SHM dan bersih dari sengketa apapun, Carport, teras, halaman depan utk taman cukup luas, air pam didukung pompa air+tedmon (tangki air besar), akses jalan di depan rumah sampai 7meteran cukup luas utk mobil melintas 2 jalur. 

Akses Keluar masuk perumahan hanya 1 akses. 

Lokasi strategis:
- 600m ke halte LRT Palembang (akses bandara) mall Opi (halte LRT dan transmusi), hotel Wyndham internasional 
- GOR Jakabaring yg sering dipergunakan utk perhelatan pertandingan olahraga internasional;
- 1 km ke kantor Kejaksaan Tinggi Sumatera Selatan. 
- sedang dibangun mesjid terbesar se Asia Tenggara",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,,12 Aug 2020, 58 m², 130 m²,2,2,
"Arcadia Town Center, type 36 luas tanah 90 m2, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 395.000.000,"Orchid recidence 2 bertempat di wilayah jakabaring yang sedang berkembang sangat cepat melebihi kecepatan motor GP Rossi, hehe

Apa sih ke untungan punya rumah di Orchid recidence jakabaring??
Pasti banyak orang mungkin termasuk anda juga memiliki pemikiran seperti itu juga ya,
Oke deh saya kasih tau nih , ke untungan nya adalah lokasi perumahan kita terletak di pinggir jalan poros jakabaring dekat dengan rumah sakit, jalan TOL, mall, stadion GSJ dan tempat reakrasi kluarga, dan yang pasti jauh dari kata banjirtt ,itu baru beberapa contoh nya aja loh.

Selain rumah yg bagus dan lokasi stratrgis, harga di perumahan kita juga termasuk di kategori murah loh, eitsss harga murah bukan berarti murahan ya.

Type 36 luas tanah 90m2 harga 395 juta, free biaya AJB, BBN, BPHTB, IMB, SHM. Dan ada juga hadiah langsung tanpa di undi dari kita,

info hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,21 Sep 2020, 36 m², 90 m²,2,1,
"WOW! PROMO CASHBACK 10JT, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 499.000.000,"udah dipenghujung tahun nih. masih juga blm punya rumah? kenapa masih bingung buat nyicil rumah pdhl klo ikhlas pasti tidak akan terasa tau-tau sudah lunas dan bisa punya rumah sendiri. yokk dimulai dgn investasi di perumahan komersil arcadia town center. amankan unit anda hanya dengan dp minimal 10% dan ada cashback 10jt lumayan bgt kan buat pengurangan biaya. spek jgn ditanya karna kita sesuai harga. kalo berminat bisa langsung datang ke kantor pemasaran kami akan bawa langsung kerumah contoh dan kasih info detailnya
hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,08 Dec 2020, 48 m², 90 m²,2,1,
"Rumah strategis bebas banjir di jakabaring, bebas biaya AJB, BBN dan BPHTB, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 499.000.000,"Hunian terbaik berada di lokasi yang sangat strategis dan yang pasti bebas banjir.
DP 10% sdh termasuk biaya surat menyurat, pajak, dan pemasangan air listrik ditambah lg promo cashback 10jt wow hemat bgt kann. jd TUNGGU APALAGI amankan unit anda sekarang juga


Type 48 luas tanah 90m2 harga 499 juta.

Proses cepat dan mudah.

info hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,08 Dec 2020, 48 m², 90 m²,2,1,
"rumah mewah 5 menit dari Unsri, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 1.350.000.000,"demang ningrat merupakan perumahan mewah dengan lokasi di pusat kota hanya:
* 3 menit ke istana gubernur 
* 5 menit Ke unsri
* 7 menit ke ps mall
sangat cocok untuk hunian keluarga tercinta",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,2,2200,04 Dec 2020, 125 m², 112 m²,3,2,
"Rumah mewah  rugi!!!, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 1.600.000.000,"Dijual RUGI Rumah Mewah 2 Lantai !!

Spesifikasi :
Luas Tanah : 120 M 
Luas Bangunan : 140 M ( 2 Lantai )
Ruang Tamu & Keluarga
Ruang Laundry/ Cuci Jemur 
Kamar Tidur 4 ( besar2 )
Kamar Mandi 4 ( 3 di dalam kamar & 1 di luar )
Sertifikat SHM
IMB
Full Tralis Tiap Jendela
Lantai Full Granite
Canopy
Listrik 3500 Watt
Air PAM
Bak Penampungan Setara 8 Tedmon
Carport

Bonus : 
AC 4 Unit
Free Kompor Tanam Modena
Free Kitchen Set
Free Lampu Hias
Free 1 Tedmon
Free Gordyn, dll

Keunggulan :
Lokasi Strategis Di Pusat Kota Palembang
One Gate System
Spesifikasi Bangunan Premium
Bebas Banjir
Akses Jalan, Lebar
5 Menit Ke RS Myria
5 Menit ke Pasar Palimo
5 Menit Ke Stasiun Lrt
3 Menit Ke Sekolah Al Azhar Terbaru

Ini SUDAH JUAL RUGI BGT ya!! YG NAWAR DI BAWAH 1M TDK BISA ya!! Sekarang lagi di BANGUN Sekolah AL AZHAR di Jl.Sukarela ujung sudah 50% pembangunan. Tahun depan jadi&",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus Sekali,4,4,3500,07 Jan 2021, 140 m², 120 m²,4,4,4
"Rumah 180/235 di Komplek Sukarami Indah , Perindustrian 2  Sukarami Palembang, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 1.500.000.000,"Dijual Rumah 180/235 di Komplek Sukarami Indah , Perindustrian 2 Sukarami Palembang

Luas tanah : 235 m2 
Luas bangunan : 180 m2
Kamar tidur : 5 unit
Kamar mandi : 4 unit

Jumlah lantai : 2 lantai
Lantai bawah : 2 kamar tidur, 1 kamar mandi
Lantai atas : 3 kamar tidur dan tiap kamar ada kamar mandi

Harga : Rp 1,5 M

Spesifikasi :
Sertifikat Hak Milik
Listrik 16 amphere
Air ATS dan sumur jernih
-- Gas alam
Carport 2 mobil

Include : satu set sofa Ruang tamu
- 5 unit Ac
- water Heather
- Pompa air
- Satu set Tempat tidur
Dan perangkatnya merk
vinci
- Lemari set Dapur
- satu mesin cuci merk 
Elektroluxe

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,2200,18 Aug 2020, 180 m², 235 m²,5,4,
"Rumah Townhouse 117/60 di lokasi strategis jl M.Isa Palembang, Ilir Timur I, Palembang","Ilir Timur I, Palembang ",-2.9781197500000003,104.75527385678066,"Ilir Timur I, Palembang, Sumatera Selatan, Indonesia",Rp. 725.000.000,"Dijual cepat townhouse 117/60 di lokasi strategis jl M Isa Palembang 

LT : 117 m2
LB : 60 m2
KM : 2 unit
KT : 2 unit
Listrik : 1300 watt
Air PDAM .
One gate system 

Nilai lebih :
Townhouse berada dikawasan bisnis dan ramai dekat dijangkau dari berbagai lokasi strategis ,SMK 6,SMA Bangau, Unika Musi Charitas , IBA, Pasar Kuto dll.

Harga 725 jt

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,1300,18 Aug 2020, 117 m², 60 m²,2,2,
"Rumah 50/90 di Citra Grand City S. Meadow Palembang, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 590.000.000,"Dijual Rumah 50/90 di Citra Grand City S. Meadow Palembang

Luas tanah 90 m2
Luas bangunan 50 m2
Kamar tidur 2 unit
Kamar mandi 1 unit

Harga Rp. 590.000.000/unit

SHGB
Daya listrik 1300 Watt
Air ATS

Deskripsi
Rumah kondisi baru dalam cluster Summer Meadow, belakang masih ada tanah sisa.
Lingkungan aman dan nyaman , security 24 jam.
one gate security, hanya 10 menit ke Bandara.
Fasilitas kolam renang, joging track, sekolah, tempat ibadah, Amanzi waterpark, Apotik 24 jam.

Call/WA : 0816-382660",Rumah,HGB - Hak Guna Bangun,Unfurnished,Bagus,,1,1300,18 Aug 2020, 50 m², 90 m²,2,1,
"Rumah Cantik 101/150 Posisi Hook di Cluster Somer Weadow  Citra Grand City Palembang, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 1.300.000.000,"Dijual Rumah Cantik 101/150 Posisi Hook di Cluster Somer Weadow Citra Grand City Palembang

Luas tanah : 150 m2
Luas bangunan : 101 m2
Kamar tidur : 3 +1 unit
Kamar mandi : 2 + 1unit

Harga : Rp 1.300.000.000,-

Spesifikasi :
Sertifikat HGB
Listrik 2200 watt
Air ATS

Deskripsi :
Rumah kondisi bagus siap huni, posisi di hook dengan tanah yang luas. Rumah baru belum pernah ditempati, lingkungan aman dan nyaman dengan one gate security. 

Call/WA : 0816-382660",Rumah,HGB - Hak Guna Bangun,Unfurnished,Bagus,,1,2200,18 Aug 2020, 101 m², 150 m²,3,2,
"hotel bintang 4 empat pusat kota palembang, Ilir Timur I, Palembang","Ilir Timur I, Palembang ",-2.9781197500000003,104.75527385678066,"Ilir Timur I, Palembang, Sumatera Selatan, Indonesia",Rp. 250.000.000.000,"hotel berbintang 4 di pusat kota palembang
jalan jendral sudirman kec. ilir timur 1
harga 250 miliar

8 lantai
jumlah kamar 175

facility :
swimming pool
ballroom
fitness

081367715621",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus Sekali,,8,,09 Sep 2020, 16000 m², 4400 m²,175,,
"Rumah Kost Bisa bebas Cicilan KPR selamanya, Bukit Kecil, Palembang","Bukit Kecil, Palembang ",-2.9879814500000004,104.75050793435676,"Bukit Kecil, Palembang, Sumatera Selatan, 30135, Indonesia",Rp. 400.000.000,"Rumah Kos Setara Hotel???


Telah hadir, kawasan hunian dengan *konsep pesantren mahasiswa dan kampung Bahasa*, fasilitas pendukung yg sangat lengkap. pengawasan keamanan dgn cctv 24jam, kegiatan yg mendidik serta fasilitas pendukung lengkap seperti :
Sport center: kolam renang, futsal, Gym, memanah dan Badminton.
ZONASI 3 bahasa: Arab, Inggris dan Mandarin
Cafe
Ballroom n Masjid

siap sewa dan Dikelola bisa sampai 20thn

Yg menarik lg, pengelolaan rukostel bs diserahkan ke perusahaan pengelola yg bekerjasama dgn kami.
-No Ribet
-Aman
-Terjamin
-Profesional
*Segera NUP,* agar tdk kehabisan unitnya.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,07 Jan 2021, 47 m², 72 m²,3,3,1
"Rumah 2 Kamar di kawasan siap huni Palembang, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 563.129.322,"Rumah Tipe Clover berada di Tropical Valley
Lokasi Strategis berada di jantung kota CitraGrand City dengan akses selangkah menuju :
- Kota Cinema Mall
- Warung Kudeta
- McDonalds
- Fasilitas Ibadah, Masjid Raya CitraGrand City
- Fasilitas Rekreasi, Amanzi WaterPark
- dll",Rumah,HGB - Hak Guna Bangun,Unfurnished,Baru,1,1,2200,14 Sep 2020, 44 m², 84 m²,2,1,
"Rumah Subsidi di Talang Jambe dekat Bandara Internasional Sultan Mahmud Badaruddin SMB II 2, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 140.000.000,"Rumah Subsidi Full Spesifikasi Jalan Mataram II, Talang Jambe Kota Palembang

Hanya 4 menit Ke Bandara Internasional Sultan Mahmud Badaruddin SMB II 2

spesifikasi:

Luas tanah : 84 m2

Luas bangunan : 36 m2

Kamar tidur : 2 unit

Kamar mandi : 1 unit",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,27 Oct 2020, 36 m², 84 m²,2,1,
"Rumah Subsidi Talang Jambe dekat Bandara Internasional Sultan Mahmud Badaruddin 2, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 140.000.000,"Rumah Subsidi Full Spesifikasi Jalan Mataram II, Talang Jambe Kota Palembang

Hanya 4 menit Ke Bandara Internasional Sultan Mahmud Badaruddin SMB II 2

spesifikasi:

Luas tanah : 84 m2

Luas bangunan : 36 m2

Kamar tidur : 2 unit

Kamar mandi : 1 unit",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,27 Oct 2020, 36 m², 90 m²,2,1,
"New Listing Rumah Besar di Komplek BSI Jln Seokarno Hatta Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 2.500.000.000,"WA Sekarang :
Ermin : 081397097058
Adi Syaiful : 082155864591

New Listing Jual Rumah Besar di Komplek BSI Jln Seokarno Hatta Palembang

Luas tanah : 510 m2
Luas bangunan : 240 m2
Kamar tidur : 4 unit
Kamar mandi : 6 unit
Jumlah lantai : 2

Harga : Rp 2.500.000.000

Spesifikasi :
Sertipikat Hak Milik
IMB
Listrik 2200 watt
Air PAM
Garasi 2 Mobil
Carport 2 mobil

Deskripsi :
Rumah di kawasan yang sangat aman, nyaman dan Asri serta dekat dengan pusat perbelanjaan seperti mall maupun pasar. Akses dapat dijangkau dengan transportasi umum serta dekat juga dengan rumah sakit maupun sekolah. Lokasi sangat cocok sebagai hunian keluarga tercinta",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,2200,29 Dec 2020, 240 m², 510 m²,4,6,
"New Listing Rumah Bagus Terawat Jln Cambai Agung III Palembang, Kemuning, Palembang","Kemuning, Palembang ",-2.9505602,104.74988216891136,"Kemuning, Palembang, Sumatera Selatan, Indonesia",Rp. 6.000.000.000,"WA Sekarang :
Samsul : 082176363976

New Listing Jual Rumah Bagus Terawat Jln Cambai Agung III Palembang

Luas tanah : 484 m2
Luas bangunan : 350 m2
Kamar tidur : 4 unit
Kamar mandi : 4 unit
Jumlah lantai : 2

Harga : Rp 6.000.000.000

Spesifikasi :
Sertipikat Hak Milik
PBB
IMB
Listrik 5500 watt
Sumber air PDAM
Garasi 1 mobil
Carport
Balkon
Kamar mandi 3 dalam kamar
Kamar mandi umum 1

Nilai lebih :
2 menit ke RSIA Hermina
2 menit ke Fave hotel
5 menit ke Polda
5 menit ke hotel aston n bank BRI
10 menit ke PTC Mall

Deskripsi :
Rumah siap huni bersih dan terawat, akses jalan ebar. Kurang lebih 150 meter dari jln Basuki Rahmat. Lingkungan yang asri dan nyaman.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,5500,29 Dec 2020, 350 m², 484 m²,4,4,
"New Listing Rumah Jln Ramah Kasih 4, Gg Delima Palembang, Ilir Timur II, Palembang","Ilir Timur II, Palembang ",-2.9659463,104.77772717002355,"Ilir Timur II, Palembang, Sumatera Selatan, Indonesia",Rp. 600.000.000,"WA Sekarang :
Mona : 081379290820
Ahmad Yani : 085369988880

New Listing Jual Rumah Jln Ramah Kasih 4, Gg Delima Palembang

Luas tanah : 353 m
Luas bangunan : 84 m
Kamar tidur : 3 unit
Kamar mandi : 1 unit

Harga : Rp 600.000.000

Spesifikasi :
Sertipikat Hak Milik
Listrik 1300 watt
Air PAM

Deskripsi :
Rumah berada dikawasan yang sudah ramai, aman dan tenang.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,,1300,05 Jan 2021, 84 m², 353 m²,3,1,
"Rumah di Komplek Pusri Borang, Jln Cendana Sako Palembang, Sako, Palembang","Sako, Palembang ",-2.9255981,104.7864873,"Sako, Palembang, Sumatera Selatan, 30163, Indonesia",Rp. 1.000.000.000,"WA Sekarang :
Rico : 081320082011
Adi Syaiful : 082155864591

New Listing Rumah Dijual di Komplek Pusri Borang, Jln Cendana Sako Palembang

Luas tanah : 201,25 m2 (11,5m 17,5m)
Luas bangunan : 210 m2
Kamar tidur : 5 unit
Kamar mandi : 3 unit
Jumlah Lantai : 1,5

Harga : Rp 1.000.000.000

Spesifikasi :
Sertipikat Hak Milik
IMB
PBB
Listrik 1300 watt
Air PAM
Lantai bawah (10m 15m)
Lantai atas (4m 15m)

Deskripsi :
Rumah siap pakai/huni. Jalan aspal bagus.

Nilai lebih :
Lokasi dekat pasar satelit terminal perumnas. Berada dalam kawasan komplek pusri borang.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,,1300,05 Jan 2021, 210 m², 201 m²,5,3,
"New Listing Rumah di Komplek Bank Raya, Demang Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 2.200.000.000,"WA Sekarang :
Robert : 081383336697
Henny : 081367585028

New Listing Jual Rumah di Komplek Bank Raya, Demang Palembang

Luas Tanah : 430 m2
Luas Bangunan : 240 m2
Kamar Tidur : 4 unit
Kamar Mandi : 2 unit

Harga : Rp 2.200.000.000

Spesifikasi :
Sertipikat Hak Milik
IMB
Listrik 2200 watt
Air PAM dan Sumur

Nilai lebih :
Posisi Rumah lebih tinggi dari jalan
500 meter ke jalan Demang
3 menit ke Griya Agung
5 menit ke sekolah Izzudin
10 menit ke PS Mall",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,,2200,29 Dec 2020, 240 m², 430 m²,4,2,
"Rumah 2 Lantai di Komplek Patra Tegal Binangun Palembang, Plaju, Palembang","Plaju, Palembang ",-3.0103848500000003,104.82151254714321,"Plaju, Palembang, Sumatera Selatan, 30268, Indonesia",Rp. 700.000.000,"WA Sekarang :
Rosalina : 082185895667
Lendra : 081288535034
Alamsyah : 081218179137

New Listing Jual Rumah 2 Lantai di Komplek Patra Tegal Binangun Palembang

Luas tanah : 178 m
Luas bangunan : 250 m
Kamar tidur : 3 unit
Kamar mandi : 1 unit

Harga : Rp 700.000.000

Spesifikasi :
Sertipikat Hak Milik
Listrik 1300 watt
Air PAM

Deskripsi :
Rumah berada dalam komplek perumahan , dakat dari OPI mall , Stadion Jakabaring ,RS Hermina ,RS Bunda ,Kampus dan dekat dari pintu tol Palindra.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,,1300,05 Jan 2021, 250 m², 178 m²,3,1,
